"","place","africa_id","asia_id","europe_id","is_place"
"1767","Ro","7522697; 1125530; 7533505; 7538727; 1095857; 1001736; 7529470; 1131314","7983012; 7992662; 7906104; 7906390; 7989740; 7956834; 7978515; 7950435; 7983220; 7992785; 8625215; 7984137; 7967198; 7917550; 7956840; 8008881; 7589635; 7917729; 8015413; 7917728; 8036480; 7582531; 7978496; 8057746; 7956837; 7957276; 8036985; 7983219; 7992784; 7708062","",1
"1768","Dagistheos","","","",0
"1769","Zekike","","","",0
"1770","Skaphathai","","","",0
"1771","Secundinus On May","","","",0
"1772","November","","","",0
"1773","Sampson","","","7447143; 1042261",1
"1774","Judas","","","7238847",1
"1775","Epagathos","","","",0
"1776","Lausos","","","",0
"1777","Sophia","","7872259; 7882276; 7879154","5001953; 7009977; 4010564; 7226496; 7271020",1
"1778","Probus","","","1030373",1
"1779","Sampson","","","7447143; 1042261",1
"1780","Pythia","","","",0
"1781","Geezon","","","",0
"1782","Onorich","","","",0
"1783","Atalarich","","","",0
"1784","Syllektos","","","",0
"1785","Syllektos","","","",0
"1786","Leptis","7000642; 7031541","","7631785",1
"1787","Amatas","","","7595010",1
"1788","December","","","",0
"1789","Heracles","","","7232861",1
"1790","Vespasian","","","",0
"1791","Ilderich","","","",0
"1792","Nun","1135793; 7534759","7946551; 7998417; 7951400; 8015131; 7997537; 7943109; 8001692; 7997541; 7945544; 7948351; 7916949; 7569537; 1127686; 8629128; 7554489; 7917669; 8058889; 7917670; 7953910; 7979660; 8003743; 7948160; 7917672; 7917668; 8001275; 7960801; 7917663; 7917671; 7917662; 7939113; 7917880; 1105865; 7591857; 7554753; 7960799; 1057850; 7976825; 8001887; 7997538; 7958250; 7997539; 8041464; 7921812; 7926703; 7931356; 8001693","7456908; 7456907; 4008051; 7456900; 7878586",1
"1793","Joshua","","","",0
"1794","Nun","1135793; 7534759","7946551; 7998417; 7951400; 8015131; 7997537; 7943109; 8001692; 7997541; 7945544; 7948351; 7916949; 7569537; 1127686; 8629128; 7554489; 7917669; 8058889; 7917670; 7953910; 7979660; 8003743; 7948160; 7917672; 7917668; 8001275; 7960801; 7917663; 7917671; 7917662; 7939113; 7917880; 1105865; 7591857; 7554753; 7960799; 1057850; 7976825; 8001887; 7997538; 7958250; 7997539; 8041464; 7921812; 7926703; 7931356; 8001693","7456908; 7456907; 4008051; 7456900; 7878586",1
"1795","Earth","","","",0
"1796","Boule","","","7659595; 7246967; 7246966; 7659592; 7659590; 7659593; 7659583; 7639970; 7639971; 7639968; 7639969",1
"1797","Membresa","","","",0
"1798","Mougade","","","",0
"1799","Mount Aurasion","","","",0
"1800","Zerboule","","","",0
"1801","Aurasion","","","",0
"1802","Zabe","","","",0
"1803","Bakchos","","","",0
"1804","Tripolis","7000630","7700338; 7002314; 1099943","7230011; 1042239",1
"1805","Leptis Magna","7000642","","",1
"1806","Pudentius","","","",0
"1807","Veronica","","","",0
"1808","Beste","","7672176","7211830; 7126187",1
"1809","Bakchos","","","",0
"1810","Sisinniolos","","","",0
"1811","Adramyton","","","",0
"1812","Himerios","","","",0
"1813","Konstantiolos","","","",0
"1814","Stotzas","","","",0
"1815","Pappas","","","7236648; 7222852; 7227029; 7235712",1
"1816","Halikarnassos","","7016142","",1
"1817","Florentius","","","",0
"1818","Giesmos","","","",0
"1819","Commagene","","7016738","",1
"1820","Python","","","7609121",1
"1821","Odyssos","","","7231647; 7222289",1
"1822","Pardos","","","7327384; 7327385; 7327383; 7327382; 7323720",1
"1823","Menas","7001309","","7307014; 7307015",1
"1824","Vigilius","","","",0
"1825","Botrys","","","",0
"1826","St Eirene","","","",0
"1827","Amaseia","","7002337","",1
"1828","Petra","","7873776; 7872398; 7882305; 7879761; 7880087; 7875020; 7873841; 7002383; 7873960; 7880086; 7872144; 7879210; 7874462; 7882609; 1113613; 7880084; 7874351","7234797; 7234796; 1031886; 7220160; 7235869; 7235861; 7225208; 7227778; 7219357; 7230664; 7230663; 7217324; 7217939; 7229942; 7222560; 7219387; 7225339; 7223477; 7225212; 7225220; 7225217; 7225213; 7225214; 7225216; 7225211; 7225215; 7221177; 7225218; 7225219; 7326368; 8706298; 7219135; 7597748; 7225193; 7217667; 7225170; 7326363; 7598218; 1009061; 7225194; 7220147; 7219386",1
"1829","Petalas","","","7225526; 7225525; 7225239",1
"1830","St Stratonikos","","","",0
"1831","St Kallinikos","","","",0
"1832","Iucundianae","","","",0
"1833","Kalopodios","","","",0
"1834","Chiton","","7996762","",1
"1835","Tzouroulon","","","",0
"1836","Zoupara","","","",0
"1837","Antiochos","","","",0
"1838","Probus","","","1030373",1
"1839","Placidia","","","",0
"1840","Pittakia","","","",0
"1841","Lausos","","","",0
"1842","Ambros","","","7344807; 7323600",1
"1843","Alamoundaros","","","",0
"1844","Rufus","","","",0
"1845","Great Antioch","","","",0
"1846","Eustochios","","","",0
"1847","Origenism","","","",0
"1848","Sophianai","","","",0
"1849","Deuteron","","","",0
"1850","Darios","","","",0
"1851","Dagistheus","","","",0
"1852","Chlomaron","","","",0
"1853","Mesembria","","","7017002",1
"1854","Apeiria","","","",0
"1855","Mazaron","","","",0
"1856","Maurice","1000177; 7000714","","1032259; 7651667; 7642644; 8711673; 7641727; 7636579; 7638070; 7626105; 4007521; 7456635; 4009346; 7609698; 7609696; 7609697; 7609701; 7609627; 7609695; 1035456; 7609625; 7609699; 7597590; 7609700; 8699296; 7544518; 8706432; 7007300; 7609622; 7609621; 7609624; 7609620; 7609619; 7609618; 7609617; 7609616; 7609615; 7609614; 7609613; 7609612; 7609611; 7609610; 7609609; 7609608; 7609607; 7609606; 7609538; 7609537; 7609536; 7609535; 7609534; 7609533; 7609532; 7609531; 1035458; 7609529; 7609528; 7609527; 7609526; 7609525; 7609524; 7609523; 7609522; 7609521; 7609520; 7609519; 7609518; 7609517; 7609448; 7609623; 1035457; 7609446; 7609445; 7609444; 7609443; 7609442; 7609441; 7609440; 7609439; 7609438; 7609437; 7609436; 7609435; 7609434; 7609433; 7609432; 7609431",1
"1857","Drizipera","","","",0
"1858","Tzouroulon","","","",0
"1859","Philippikos","","","",0
"1860","Diakonissa","","","",0
"1861","St Alexander","","","",0
"1862","Karpianos","","","",0
"1863","November","","","",0
"1864","Eutropios","","","",0
"1865","December","","","",0
"1866","Narses","","","",0
"1867","Eutropios","","","",0
"1868","Prate","","","7637912",1
"1869","Artake","","","",0
"1870","Gazakos","","","",0
"1871","Thebarmais","","","",0
"1872","Fire","","8055836","7240731",1
"1873","Croesus","","","",0
"1874","Lydia","","7016631","",1
"1875","Sarbarazas","","","",0
"1876","Persarmenia","","","",0
"1877","March","","","7666601; 8711795; 7646459; 7642289; 1025668; 7598621; 7077218; 7132468; 7132469; 7132467; 8707150; 7010829; 7132464; 7132463; 7626994; 7627250; 7003240; 8703805; 8702101; 7011950; 1034636; 1034777; 1100473; 7608668; 7608381; 7600148",1
"1878","Sain","","7545430; 7943035; 7936198; 7939156; 7943222; 7943592; 7935517; 8053703; 7960213; 8036547; 7934519; 7949573; 8007016; 7990823; 7928447; 8007235; 7917383; 8033977; 7964674; 8059516; 7919939; 7935950; 7718200; 8005218; 7951620; 7941346; 8055224; 7955326; 7978326; 7991959; 8035267; 7948433; 8021901; 8020898; 7950450; 8038838; 8055249; 8054802; 7983579; 7940007; 7945837; 7939667; 8625795; 7926789; 7947867; 7920249; 7966701; 8030136; 1099893; 8035270; 8026685; 8029850; 8053886; 8037351; 8625794; 7920454; 7567837; 1083203; 7952808; 7994075; 8053928; 7928105","7654547; 7156997; 4009613",1
"1879","Adraigan","","","",0
"1880","Tiphilios","","","",0
"1881","Chamaetha","","","",0
"1882","Nineveh","","7017998","",1
"1883","Razates","","","",0
"1884","Iesdem","","","",0
"1885","Beklal","","","",0
"1886","Razates","","","",0
"1887","Aram","7533814","8711751; 7978287; 8056369; 7906107; 7903612; 7943295; 7739587; 7001554","1050023",1
"1888","Darkness","","","",0
"1889","Jacobite","","","",0
"1890","Pope Theodore","","","",0
"1891","Pope Martin","","","",0
"1892","Constans","","","7655221; 7612563",1
"1893","Moses","7001247; 1135567","","7747830; 7135714; 7135715",1
"1894","Ishmael","","","7447574; 7447573",1
"1895","Abraham","","7029354","7216406; 7216405; 7216404; 7258118; 7610585",1
"1896","Ethribos","","","",0
"1897","India","","7001679; 7001717; 7001716; 7001715; 6001831; 7964153; 7000198; 7000208; 1100920; 7933619; 7558750; 7573384; 7001713; 7572773; 6006474","7000163; 7024206; 7898837; 7005435",1
"1898","Baanes","","","",0
"1899","Heraklonas","","","",0
"1900","Phan","","7018129; 1085480; 1085739; 7729691; 7722743; 6001494; 7955243; 1085622; 7016913; 1087194; 1085623; 7966465; 7005211","7119341",1
"1901","Ethribos","","","",0
"1902","Ali","7524869; 1091338; 7521404; 7520162; 7520161; 7520304; 7531284; 7520172; 7520170; 7520418; 7014970; 1087327; 7520169; 1105708; 7521131; 7529535; 7530602; 7532374; 7531749; 7521090; 1095322; 7543242; 7524591; 7524540; 7524590; 7524583; 1095405; 7520164; 7524589; 1111116; 7520302; 7524677; 7524676; 7524675; 7524674; 7524673; 7524672; 7524671; 7524875; 7524874; 7524872; 7524871; 7524868; 7532500; 7525671; 7534119; 7522671; 7522669; 7538547; 7522641; 7522635; 7522634; 7523071; 7536168; 7537019; 7532804; 7538986; 1087330; 7535966; 7524420; 7532299; 7543918; 7542746; 7542730; 7529742; 7522161; 7542252; 7543577; 7541282; 7543739; 7542329; 7528401; 7542313; 7541878; 7520171; 7530860; 7543468; 7543054; 7530874; 7520168; 7533177; 7542949; 7520303; 7533256; 7541125; 7530749; 7542481; 7532277; 7529734; 7529989; 7541815; 7533044; 7544198; 7542687; 7542432; 7541798; 7531058; 7520163; 7528922; 7528129; 7543773; 7520160; 7520158; 7520159; 7541852; 7542931; 7520429; 7540877; 7533012; 7524968; 7530155; 7530873; 7541819; 7532844; 7541403; 7541793; 7541715; 7529839; 7541882; 7530841; 7520413; 7520411; 7544327; 7524873; 7528202; 7524870; 7543627; 7541353; 7533156; 7542632; 7541945; 7520403; 7544295; 7530294; 7542944; 7541170; 7543103; 7540545; 7541840; 7528821; 7536658; 7540620; 7524821; 7540995; 7524876; 7541785; 7535523; 7535956; 7529725; 7542340; 7538372; 7540748; 7528633; 7538369; 7538368; 7538361; 7530842; 7542317; 7544202; 7530436; 7539459; 7536820; 7528779; 7536938; 7544086; 7534887; 7541543; 7535773; 7535772; 7535771; 7535770; 7535769; 7535768; 7536292; 7536291; 7536290; 7536555; 7536699; 7535767; 7535141; 7531883; 7534042; 7534041; 7526160; 7537874; 7528979; 7528980; 7528976; 7528973; 7529179; 7529167; 7529164; 7532055; 7531457; 7526863; 7538995; 7532201; 7527070; 7532646; 7532092; 7531951; 7532438; 7532648; 7527299; 7520165; 7540219; 7540415; 1095610; 7537394; 7537500; 7533343; 7529784; 7539611; 7540489; 7543250; 7541859; 7537456; 7537998; 7537999; 7537997; 7537996; 7537995; 7537967; 7538255; 7520167; 7520427; 7538155; 7526871; 7531057; 7543275; 7540798; 7522363; 7539475; 7539474; 7532252; 7532245; 7532246; 7524588; 7538371; 7520412; 7537876; 7537875; 7537872; 7537871; 7538156; 7538154; 7528707; 7528704; 7528300; 7528884; 1087554; 7528988; 7528989; 7528990; 7528991; 7528992; 7528987; 7528984; 7528985; 7529001; 7529002; 7529003; 7529004; 7529005; 7529006; 7528986; 7528982; 7528983; 7528981; 7528994; 7528995; 7528996; 7528997; 7528998; 7528999; 7529000; 7528993; 7528978; 7532065; 7528977; 7528975; 7528974; 7528893; 7529180; 7529178; 7529177; 7529176; 7529175; 7529174; 7529173; 7529172; 7529170; 7529169; 7529168; 7529166; 1094996; 8697456; 7529165; 1111276; 7529163; 7529158; 7529157; 7529156; 7529437; 7529402; 1087555; 7527283; 7527399; 7527537; 7539637; 7542920; 7529183; 7542109; 7527721; 1001056","","7058849; 1043136; 7345626; 7233570; 7058835; 7345605; 1043137; 7329789; 7230382; 7224149; 7222697; 7225845; 7217802; 7219187",1
"1903","Barbalissos","","","",0
"1904","St Maximus","","","",0
"1905","Lent","","1056386","7260562; 7630709; 7263981",1
"1906","Chaled","","","",0
"1907","Hexapolis","","","",0
"1908","Saborios","","","",0
"1909","Koloneia","","","",0
"1910","Troilos","","","",0
"1911","Dystros","","","",0
"1912","Abdelas","","","",0
"1913","Caesarius","","","",0
"1914","April","","","",0
"1915","Auph","","","",0
"1916","Kais","","","",0
"1917","Caucasus","","7016642; 1108814; 7025826; 7025824; 1109120; 1109316","",1
"1918","Berzilia","","","",0
"1919","Beregaba","","","",0
"1920","Zouber","","","",0
"1921","Holy Gethsemane","","","",0
"1922","Mansour","7520418","","",1
"1923","Mouamed","","","",0
"1924","Sabinos","","","7323023",1
"1925","Mauros","","","",0
"1926","Kallistratos","","","",0
"1927","Florus","","","",0
"1928","Barnoukios","","","",0
"1929","Korykos","","1099803","7233038",1
"1930","Chonei","","","",0
"1931","Sision","","","7222192",1
"1932","Dig","","7582891; 7001785; 7560301; 7997260; 7562186; 8175507","",1
"1933","Amastris","","7740223; 7002335","",1
"1934","Maiouma","","","",0
"1935","Tyana","","7002416","",1
"1936","Helioupolis","","","",0
"1937","Elias","","7880324; 7882189; 7874851; 7874428; 7874790; 7873912; 7872973; 7874685; 7882140; 7882154; 7873019; 7874164; 7721858; 7881958; 7882613; 7879429; 7882827; 7879765; 7879616; 7879679; 7881915; 7879815; 7879998; 7874146; 7873295; 7873788; 7873937; 7874406; 7873293; 7881914; 7874478; 7873204; 7873455; 7874535; 7873394; 7874309; 7872901; 7874013; 7882597; 7882122; 7882123","7237003; 7048348; 7226544; 7237012; 7226718; 7226542",1
"1938","Mauros","","","",0
"1939","Kallinike","","","",0
"1940","Paulina","","","7012753",1
"1941","Kallistratos","","","",0
"1942","Philea","","","",0
"1943","Pentecost","","","",0
"1944","Neorion","","","7229599",1
"1945","Amorion","","6000247","7237388; 7237385; 7237384",1
"1946","Amorion For","","","",0
"1947","Abasgia","","6000006","",1
"1948","Sosthenion","","","",0
"1949","Kalos Agros","","","7230969",1
"1950","Gregory Onomagoulos","","","",0
"1951","December Leo","","","",0
"1952","Astulphos","","","",0
"1953","Pippin","","","",0
"1954","Thera","","8012296; 7589716; 8039743; 7588944; 8030279","7002507",1
"1955","Asia Minor","","7002294","",1
"1956","Chazaria","","","",0
"1957","Konon","","","",0
"1958","January Anastasios","","","",0
"1959","Isam","7533733","7914752","",1
"1960","Pergamon","","7016140; 7736391; 7520097; 7879465","",1
"1961","Akroinos","","7002512","",1
"1962","Melich","","","",0
"1963","Atalos","","","",0
"1964","Saba","7522179; 7523433; 7524147; 1095677; 7538739; 7538746; 7538748; 1092758; 7538942; 7539189; 1106447","7001378; 8170504; 7988917; 8050226; 1083912; 8370692; 8179443; 1129321; 7931707; 1129322; 8179442; 8030937; 7919372; 8030712; 8030938; 7719688; 7919367; 7707413; 6005076; 8049794","4012808",1
"1965","Maiouma","","","",0
"1966","May Artabasdos","","","",0
"1967","Sardis","","7002615","",1
"1968","Chora","","8002992; 8056195; 7982477; 7905491; 8048464; 8003012; 8052052; 7964358; 1075026; 8003007; 7926957; 7906055; 7916802","1041967; 1042072; 7227298; 1042038; 7230188; 7031747; 1042073; 7017129",1
"1969","Oualid","","","",0
"1970","Keramaia","","","",0
"1971","Oumaia","","","",0
"1972","Echim","","","",0
"1973","Alim","7520207; 7527349; 7522672","7992168; 7980732; 7669316; 7967584; 7682868; 7985378; 7997216","",1
"1974","Abraim","","","",0
"1975","Chorasan","","","",0
"1976","Alim","7520207; 7527349; 7522672","7992168; 7980732; 7669316; 7967584; 7682868; 7985378; 7997216","",1
"1977","Salim","7524549; 7538044; 7539758; 7524855; 7523095; 7535863; 7543124; 7528475; 7540756; 7531679; 7541879; 7541345; 7543808; 7530146; 7530148; 7542839; 7541596; 7530036; 7539756; 7543048; 7539755; 7543040; 7529089; 7539752; 7530840; 7539751; 7523089; 7541970; 7543917; 7544188; 7539750; 7543369; 7541776; 7540438; 7540437; 7542144; 7542148; 7530279; 7536476; 7536902; 1095538; 7534155; 7534156; 7534154; 7527382; 7540223; 7537667; 7531663; 7539616; 7540479; 7541573; 7537827; 1094429; 7539754; 7539753; 7539631; 7539757; 7537839; 7529427; 7527395; 7527387; 7527388; 7527386; 7527393; 7527394; 7527389; 1095674; 7527385; 7527384; 7527383; 7527390; 7527391; 7527392; 7527379; 7527378; 7527381; 7528374; 7529318; 7527704","7967847; 8059832; 7967634; 7935045; 8056776; 7740653; 7907801; 7916125; 8033091; 8032163; 8029928; 8021618; 8006009; 8010703; 7926052; 7934285; 7964058; 7965046; 7916863; 8032314; 7939501; 7978300; 7920893; 8007072; 8020567; 8051293; 7920894; 8007276; 7927329; 7966819; 7979183; 7990706; 8026007; 8035400; 8057851; 7936464; 7924463; 7967963; 7940043; 7967407; 8058684; 7722405","1062226",1
"1978","Aboulabas","","","",0
"1979","Marouam","","","",0
"1980","Antioch Theophylaktos","","","",0
"1981","Vikarios","","","",0
"1982","Pastillas","","","",0
"1983","Perge","","7023967; 7690406","7617101",1
"1984","Moab","","7016543; 5003215","",1
"1985","Beregaba","","","",0
"1986","Leukadios","","","",0
"1987","Paganos","","","7302870",1
"1988","Basrathon","","","",0
"1989","God Mother","","","",0
"1990","Pelagios","","","",0
"1991","Beser","","8170495","7225583",1
"1992","Marinakes","","","",0
"1993","Palmyra","","7018835; 7032452","",1
"1994","Israel","","1000119; 7594364; 7593946; 7029599","",1
"1995","Lemnos","","","7011173; 1062247",1
"1996","Prinkipos","","","",0
"1997","Podopagouros","","","",0
"1998","St Auxentios","","","",0
"1999","Germanikeia","","7018751","",1
"2000","Baka","7520949","8326940; 8332985; 8340078; 8172251; 8264472; 8473482; 8327860; 8329028; 8332390; 8335839; 8340404; 8341748; 8342734; 8343117; 8349077; 8350871; 8352547; 8421010; 7734852; 8221770; 7671433; 8203030; 7905300; 1079480","7010203; 1064903; 1064904; 7668582; 7668583; 1064906",1
"2001","Michael Lachanodrakon","","","",0
"2002","Mousoulakios","","","",0
"2003","Esaias","","","",0
"2004","Tyrophagy","","","",0
"2005","Lent","","1056386","7260562; 7630709; 7263981",1
"2006","Lent James","","","",0
"2007","September","","","",0
"2008","Thoumamas","","","",0
"2009","Rangabe","","","",0
"2010","Nakoleia","","","",0
"2011","Florus","","","",0
"2012","Righteousness","","","",0
"2013","St Sabas","","","",0
"2014","Amnia","","","",0
"2015","Greater Longobardia","","","",0
"2016","State","1001086; 7593692; 1001838; 1001098; 7441552; 1000159; 1001082; 7015579; 7001658; 7016562; 7593693; 1001874; 1001329; 1001879; 1001880; 1001347; 7015580; 1001889; 7441555; 1000172; 1000180; 1001912; 1001097; 1001112; 7441556; 1001213; 1001368; 7000161; 1001919; 1001921; 7593694; 7593696; 1001959; 1001212; 1001367; 7441557; 1001056; 7441559; 7593697; 7441560; 1001081","7016612; 1001828; 7001819; 1001832; 6000543; 7902240; 7016770; 1001842; 1000107; 1000109; 8052819; 7031781; 7002214; 7000201; 7018318; 7947142; 1001869; 1001871; 1000119; 7000799; 7031783; 7912064; 7002185; 7574043; 1001882; 7002187; 7002188; 7016702; 1001885; 1001886; 7913260; 7059148; 1000124; 7575220; 1001894; 1001895; 1001997; 1003539; 1001899; 1001998; 7002160; 1001905; 1101746; 1001907; 1000113; 7016694; 7016759; 7964247; 7016763; 7016762; 7018057; 7016883; 1000136; 7016788; 7002212; 7018970; 1001952; 7016804; 7002190; 1001957; 7581547; 7964053; 7933368; 7932983; 7965201; 7933066; 8057321; 7928359; 7964462; 7018359; 7001797; 8022642; 7016831; 7964161; 1001578; 7031786; 7016722; 1001977","7003670; 7003672; 7005233; 7003673; 7003678; 7001168; 1000078; 7263573; 7005729; 7268962; 7003027; 1000095; 7003030",1
